"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pct. of People Who Took Public Transit to Work","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","ptranpt","TimeFrame","GeoVintage","Source","Location"
"Block Group","060590630102","CA","060590630102","=""060590630102""","0.77","2019-2023","2022","Census","California (State)"
"Block Group","060590630103","CA","060590630103","=""060590630103""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590630104","CA","060590630104","=""060590630104""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590631011","CA","060590631011","=""060590631011""","0.72","2019-2023","2022","Census","California (State)"
"Block Group","060590631012","CA","060590631012","=""060590631012""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590631021","CA","060590631021","=""060590631021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590631022","CA","060590631022","=""060590631022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590631023","CA","060590631023","=""060590631023""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590631024","CA","060590631024","=""060590631024""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590631031","CA","060590631031","=""060590631031""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590631032","CA","060590631032","=""060590631032""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590632011","CA","060590632011","=""060590632011""","0.81","2019-2023","2022","Census","California (State)"
"Block Group","060590632012","CA","060590632012","=""060590632012""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590632013","CA","060590632013","=""060590632013""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590632021","CA","060590632021","=""060590632021""","1.84","2019-2023","2022","Census","California (State)"
"Block Group","060590632022","CA","060590632022","=""060590632022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590632023","CA","060590632023","=""060590632023""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590632024","CA","060590632024","=""060590632024""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590633011","CA","060590633011","=""060590633011""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590633012","CA","060590633012","=""060590633012""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590633013","CA","060590633013","=""060590633013""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590633021","CA","060590633021","=""060590633021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590633022","CA","060590633022","=""060590633022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590633023","CA","060590633023","=""060590633023""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590633024","CA","060590633024","=""060590633024""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590634001","CA","060590634001","=""060590634001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590634002","CA","060590634002","=""060590634002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590634003","CA","060590634003","=""060590634003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590634004","CA","060590634004","=""060590634004""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590634005","CA","060590634005","=""060590634005""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590635001","CA","060590635001","=""060590635001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590635002","CA","060590635002","=""060590635002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590635003","CA","060590635003","=""060590635003""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590635004","CA","060590635004","=""060590635004""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590635005","CA","060590635005","=""060590635005""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590635006","CA","060590635006","=""060590635006""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590636011","CA","060590636011","=""060590636011""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590636012","CA","060590636012","=""060590636012""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590636013","CA","060590636013","=""060590636013""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590636031","CA","060590636031","=""060590636031""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590636032","CA","060590636032","=""060590636032""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590636033","CA","060590636033","=""060590636033""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590636034","CA","060590636034","=""060590636034""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590636041","CA","060590636041","=""060590636041""","1.32","2019-2023","2022","Census","California (State)"
"Block Group","060590636042","CA","060590636042","=""060590636042""","1.14","2019-2023","2022","Census","California (State)"
"Block Group","060590636051","CA","060590636051","=""060590636051""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590636052","CA","060590636052","=""060590636052""","1.20","2019-2023","2022","Census","California (State)"
"Block Group","060590636053","CA","060590636053","=""060590636053""","3.38","2019-2023","2022","Census","California (State)"
"Block Group","060590637011","CA","060590637011","=""060590637011""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590637012","CA","060590637012","=""060590637012""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590637013","CA","060590637013","=""060590637013""","2.18","2019-2023","2022","Census","California (State)"
"Block Group","060590637014","CA","060590637014","=""060590637014""","3.99","2019-2023","2022","Census","California (State)"
"Block Group","060590637021","CA","060590637021","=""060590637021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590637022","CA","060590637022","=""060590637022""","4.71","2019-2023","2022","Census","California (State)"
"Block Group","060590637023","CA","060590637023","=""060590637023""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590637024","CA","060590637024","=""060590637024""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590637025","CA","060590637025","=""060590637025""","3.63","2019-2023","2022","Census","California (State)"
"Block Group","060590638021","CA","060590638021","=""060590638021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590638022","CA","060590638022","=""060590638022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590638031","CA","060590638031","=""060590638031""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590638032","CA","060590638032","=""060590638032""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590638033","CA","060590638033","=""060590638033""","1.10","2019-2023","2022","Census","California (State)"
"Block Group","060590638034","CA","060590638034","=""060590638034""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590638051","CA","060590638051","=""060590638051""","3.61","2019-2023","2022","Census","California (State)"
"Block Group","060590638052","CA","060590638052","=""060590638052""","0.99","2019-2023","2022","Census","California (State)"
"Block Group","060590638061","CA","060590638061","=""060590638061""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590638062","CA","060590638062","=""060590638062""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590638063","CA","060590638063","=""060590638063""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590638071","CA","060590638071","=""060590638071""","3.18","2019-2023","2022","Census","California (State)"
"Block Group","060590638072","CA","060590638072","=""060590638072""","26.79","2019-2023","2022","Census","California (State)"
"Block Group","060590638073","CA","060590638073","=""060590638073""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590638081","CA","060590638081","=""060590638081""","5.12","2019-2023","2022","Census","California (State)"
"Block Group","060590638082","CA","060590638082","=""060590638082""","3.06","2019-2023","2022","Census","California (State)"
"Block Group","060590638083","CA","060590638083","=""060590638083""","10.60","2019-2023","2022","Census","California (State)"
"Block Group","060590639021","CA","060590639021","=""060590639021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590639022","CA","060590639022","=""060590639022""","2.21","2019-2023","2022","Census","California (State)"
"Block Group","060590639023","CA","060590639023","=""060590639023""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590639024","CA","060590639024","=""060590639024""","7.85","2019-2023","2022","Census","California (State)"
"Block Group","060590639031","CA","060590639031","=""060590639031""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590639032","CA","060590639032","=""060590639032""","1.31","2019-2023","2022","Census","California (State)"
"Block Group","060590639041","CA","060590639041","=""060590639041""","1.06","2019-2023","2022","Census","California (State)"
"Block Group","060590639042","CA","060590639042","=""060590639042""","4.26","2019-2023","2022","Census","California (State)"
"Block Group","060590639043","CA","060590639043","=""060590639043""","7.98","2019-2023","2022","Census","California (State)"
"Block Group","060590639051","CA","060590639051","=""060590639051""","0.59","2019-2023","2022","Census","California (State)"
"Block Group","060590639052","CA","060590639052","=""060590639052""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590639053","CA","060590639053","=""060590639053""","0.44","2019-2023","2022","Census","California (State)"
"Block Group","060590639061","CA","060590639061","=""060590639061""","2.62","2019-2023","2022","Census","California (State)"
"Block Group","060590639062","CA","060590639062","=""060590639062""","6.75","2019-2023","2022","Census","California (State)"
"Block Group","060590639063","CA","060590639063","=""060590639063""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590639081","CA","060590639081","=""060590639081""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590639082","CA","060590639082","=""060590639082""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590639083","CA","060590639083","=""060590639083""","10.69","2019-2023","2022","Census","California (State)"
"Block Group","060590639084","CA","060590639084","=""060590639084""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590639091","CA","060590639091","=""060590639091""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590639092","CA","060590639092","=""060590639092""","9.73","2019-2023","2022","Census","California (State)"
"Block Group","060590639101","CA","060590639101","=""060590639101""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590639102","CA","060590639102","=""060590639102""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590740031","CA","060590740031","=""060590740031""","0.91","2019-2023","2022","Census","California (State)"
"Block Group","060590740032","CA","060590740032","=""060590740032""","2.99","2019-2023","2022","Census","California (State)"
"Block Group","060590740041","CA","060590740041","=""060590740041""","2.93","2019-2023","2022","Census","California (State)"
"Block Group","060590740042","CA","060590740042","=""060590740042""","6.71","2019-2023","2022","Census","California (State)"
"Block Group","060590740043","CA","060590740043","=""060590740043""","4.32","2019-2023","2022","Census","California (State)"
"Block Group","060590740044","CA","060590740044","=""060590740044""","3.38","2019-2023","2022","Census","California (State)"
"Block Group","060590740051","CA","060590740051","=""060590740051""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590740052","CA","060590740052","=""060590740052""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590740053","CA","060590740053","=""060590740053""","14.19","2019-2023","2022","Census","California (State)"
"Block Group","060590740054","CA","060590740054","=""060590740054""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590740061","CA","060590740061","=""060590740061""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590740062","CA","060590740062","=""060590740062""","4.96","2019-2023","2022","Census","California (State)"
"Block Group","060590740063","CA","060590740063","=""060590740063""","7.41","2019-2023","2022","Census","California (State)"
"Block Group","060590741021","CA","060590741021","=""060590741021""","6.09","2019-2023","2022","Census","California (State)"
"Block Group","060590741022","CA","060590741022","=""060590741022""","2.03","2019-2023","2022","Census","California (State)"
"Block Group","060590741023","CA","060590741023","=""060590741023""","6.61","2019-2023","2022","Census","California (State)"
"Block Group","060590741031","CA","060590741031","=""060590741031""","1.88","2019-2023","2022","Census","California (State)"
"Block Group","060590741032","CA","060590741032","=""060590741032""","8.82","2019-2023","2022","Census","California (State)"
"Block Group","060590741033","CA","060590741033","=""060590741033""","6.93","2019-2023","2022","Census","California (State)"
"Block Group","060590741061","CA","060590741061","=""060590741061""","0.29","2019-2023","2022","Census","California (State)"
"Block Group","060590741062","CA","060590741062","=""060590741062""","1.66","2019-2023","2022","Census","California (State)"
"Block Group","060590741063","CA","060590741063","=""060590741063""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590741071","CA","060590741071","=""060590741071""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590741072","CA","060590741072","=""060590741072""","0.92","2019-2023","2022","Census","California (State)"
"Block Group","060590741073","CA","060590741073","=""060590741073""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590741081","CA","060590741081","=""060590741081""","0.42","2019-2023","2022","Census","California (State)"
"Block Group","060590741082","CA","060590741082","=""060590741082""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590741091","CA","060590741091","=""060590741091""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590741092","CA","060590741092","=""060590741092""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590741101","CA","060590741101","=""060590741101""","0.90","2019-2023","2022","Census","California (State)"
"Block Group","060590741102","CA","060590741102","=""060590741102""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590741111","CA","060590741111","=""060590741111""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590741112","CA","060590741112","=""060590741112""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590741113","CA","060590741113","=""060590741113""","0.48","2019-2023","2022","Census","California (State)"
"Block Group","060590742001","CA","060590742001","=""060590742001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590742002","CA","060590742002","=""060590742002""","2.08","2019-2023","2022","Census","California (State)"
"Block Group","060590742003","CA","060590742003","=""060590742003""","3.64","2019-2023","2022","Census","California (State)"
"Block Group","060590742004","CA","060590742004","=""060590742004""","5.80","2019-2023","2022","Census","California (State)"
"Block Group","060590743001","CA","060590743001","=""060590743001""","2.45","2019-2023","2022","Census","California (State)"
"Block Group","060590743002","CA","060590743002","=""060590743002""","1.42","2019-2023","2022","Census","California (State)"
"Block Group","060590744031","CA","060590744031","=""060590744031""","2.66","2019-2023","2022","Census","California (State)"
"Block Group","060590744032","CA","060590744032","=""060590744032""","6.94","2019-2023","2022","Census","California (State)"
"Block Group","060590744051","CA","060590744051","=""060590744051""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590744052","CA","060590744052","=""060590744052""","3.45","2019-2023","2022","Census","California (State)"
"Block Group","060590744053","CA","060590744053","=""060590744053""","1.19","2019-2023","2022","Census","California (State)"
"Block Group","060590744061","CA","060590744061","=""060590744061""","5.38","2019-2023","2022","Census","California (State)"
"Block Group","060590744062","CA","060590744062","=""060590744062""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590744063","CA","060590744063","=""060590744063""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590744064","CA","060590744064","=""060590744064""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590744071","CA","060590744071","=""060590744071""","1.77","2019-2023","2022","Census","California (State)"
"Block Group","060590744072","CA","060590744072","=""060590744072""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590744081","CA","060590744081","=""060590744081""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590744082","CA","060590744082","=""060590744082""","1.46","2019-2023","2022","Census","California (State)"
"Block Group","060590744083","CA","060590744083","=""060590744083""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590745011","CA","060590745011","=""060590745011""","4.19","2019-2023","2022","Census","California (State)"
"Block Group","060590745012","CA","060590745012","=""060590745012""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590745013","CA","060590745013","=""060590745013""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590745021","CA","060590745021","=""060590745021""","0.83","2019-2023","2022","Census","California (State)"
"Block Group","060590745022","CA","060590745022","=""060590745022""","1.75","2019-2023","2022","Census","California (State)"
"Block Group","060590746011","CA","060590746011","=""060590746011""","3.98","2019-2023","2022","Census","California (State)"
"Block Group","060590746012","CA","060590746012","=""060590746012""","13.24","2019-2023","2022","Census","California (State)"
"Block Group","060590746013","CA","060590746013","=""060590746013""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590746014","CA","060590746014","=""060590746014""","4.44","2019-2023","2022","Census","California (State)"
"Block Group","060590746015","CA","060590746015","=""060590746015""","1.32","2019-2023","2022","Census","California (State)"
"Block Group","060590746021","CA","060590746021","=""060590746021""","1.43","2019-2023","2022","Census","California (State)"
"Block Group","060590746022","CA","060590746022","=""060590746022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590746023","CA","060590746023","=""060590746023""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590746024","CA","060590746024","=""060590746024""","9.61","2019-2023","2022","Census","California (State)"
"Block Group","060590746025","CA","060590746025","=""060590746025""","1.32","2019-2023","2022","Census","California (State)"
"Block Group","060590747011","CA","060590747011","=""060590747011""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590747012","CA","060590747012","=""060590747012""","5.36","2019-2023","2022","Census","California (State)"
"Block Group","060590747013","CA","060590747013","=""060590747013""","1.45","2019-2023","2022","Census","California (State)"
"Block Group","060590747021","CA","060590747021","=""060590747021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590747022","CA","060590747022","=""060590747022""","0.95","2019-2023","2022","Census","California (State)"
"Block Group","060590747023","CA","060590747023","=""060590747023""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590748011","CA","060590748011","=""060590748011""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590748012","CA","060590748012","=""060590748012""","2.06","2019-2023","2022","Census","California (State)"
"Block Group","060590748013","CA","060590748013","=""060590748013""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590748021","CA","060590748021","=""060590748021""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590748022","CA","060590748022","=""060590748022""","1.38","2019-2023","2022","Census","California (State)"
"Block Group","060590748023","CA","060590748023","=""060590748023""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590748031","CA","060590748031","=""060590748031""","9.48","2019-2023","2022","Census","California (State)"
"Block Group","060590748032","CA","060590748032","=""060590748032""","0.68","2019-2023","2022","Census","California (State)"
"Block Group","060590748033","CA","060590748033","=""060590748033""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590748051","CA","060590748051","=""060590748051""","3.90","2019-2023","2022","Census","California (State)"
"Block Group","060590748052","CA","060590748052","=""060590748052""","6.22","2019-2023","2022","Census","California (State)"
"Block Group","060590748061","CA","060590748061","=""060590748061""","3.76","2019-2023","2022","Census","California (State)"
"Block Group","060590748062","CA","060590748062","=""060590748062""","1.55","2019-2023","2022","Census","California (State)"
"Block Group","060590749011","CA","060590749011","=""060590749011""","13.94","2019-2023","2022","Census","California (State)"
"Block Group","060590749012","CA","060590749012","=""060590749012""","8.73","2019-2023","2022","Census","California (State)"
"Block Group","060590749013","CA","060590749013","=""060590749013""","16.43","2019-2023","2022","Census","California (State)"
"Block Group","060590749014","CA","060590749014","=""060590749014""","6.37","2019-2023","2022","Census","California (State)"
"Block Group","060590749015","CA","060590749015","=""060590749015""","9.43","2019-2023","2022","Census","California (State)"
"Block Group","060590749021","CA","060590749021","=""060590749021""","1.20","2019-2023","2022","Census","California (State)"
"Block Group","060590749022","CA","060590749022","=""060590749022""","3.30","2019-2023","2022","Census","California (State)"
"Block Group","060590749023","CA","060590749023","=""060590749023""","15.33","2019-2023","2022","Census","California (State)"
"Block Group","060590750021","CA","060590750021","=""060590750021""","7.87","2019-2023","2022","Census","California (State)"
"Block Group","060590750022","CA","060590750022","=""060590750022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590750023","CA","060590750023","=""060590750023""","2.76","2019-2023","2022","Census","California (State)"
"Block Group","060590750024","CA","060590750024","=""060590750024""","16.75","2019-2023","2022","Census","California (State)"
"Block Group","060590750031","CA","060590750031","=""060590750031""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590750032","CA","060590750032","=""060590750032""","1.05","2019-2023","2022","Census","California (State)"
"Block Group","060590750033","CA","060590750033","=""060590750033""","7.47","2019-2023","2022","Census","California (State)"
"Block Group","060590750041","CA","060590750041","=""060590750041""","6.43","2019-2023","2022","Census","California (State)"
"Block Group","060590750042","CA","060590750042","=""060590750042""","11.96","2019-2023","2022","Census","California (State)"
"Block Group","060590751001","CA","060590751001","=""060590751001""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590751002","CA","060590751002","=""060590751002""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590751003","CA","060590751003","=""060590751003""","0.48","2019-2023","2022","Census","California (State)"
"Block Group","060590751004","CA","060590751004","=""060590751004""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590752011","CA","060590752011","=""060590752011""","5.26","2019-2023","2022","Census","California (State)"
"Block Group","060590752012","CA","060590752012","=""060590752012""","4.10","2019-2023","2022","Census","California (State)"
"Block Group","060590752021","CA","060590752021","=""060590752021""","2.04","2019-2023","2022","Census","California (State)"
"Block Group","060590752022","CA","060590752022","=""060590752022""","1.58","2019-2023","2022","Census","California (State)"
"Block Group","060590753011","CA","060590753011","=""060590753011""","8.99","2019-2023","2022","Census","California (State)"
"Block Group","060590753012","CA","060590753012","=""060590753012""","1.13","2019-2023","2022","Census","California (State)"
"Block Group","060590753013","CA","060590753013","=""060590753013""","1.08","2019-2023","2022","Census","California (State)"
"Block Group","060590753021","CA","060590753021","=""060590753021""","2.77","2019-2023","2022","Census","California (State)"
"Block Group","060590753022","CA","060590753022","=""060590753022""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590753031","CA","060590753031","=""060590753031""","1.18","2019-2023","2022","Census","California (State)"
"Block Group","060590753032","CA","060590753032","=""060590753032""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590753033","CA","060590753033","=""060590753033""","1.11","2019-2023","2022","Census","California (State)"
"Block Group","060590754011","CA","060590754011","=""060590754011""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590754012","CA","060590754012","=""060590754012""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590754031","CA","060590754031","=""060590754031""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590754032","CA","060590754032","=""060590754032""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590754033","CA","060590754033","=""060590754033""","1.43","2019-2023","2022","Census","California (State)"
"Block Group","060590754034","CA","060590754034","=""060590754034""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590754041","CA","060590754041","=""060590754041""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590754042","CA","060590754042","=""060590754042""","0.90","2019-2023","2022","Census","California (State)"
"Block Group","060590754043","CA","060590754043","=""060590754043""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590754044","CA","060590754044","=""060590754044""","4.03","2019-2023","2022","Census","California (State)"
"Block Group","060590754051","CA","060590754051","=""060590754051""","1.29","2019-2023","2022","Census","California (State)"
"Block Group","060590754052","CA","060590754052","=""060590754052""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755041","CA","060590755041","=""060590755041""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755042","CA","060590755042","=""060590755042""","3.08","2019-2023","2022","Census","California (State)"
"Block Group","060590755051","CA","060590755051","=""060590755051""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755052","CA","060590755052","=""060590755052""","3.34","2019-2023","2022","Census","California (State)"
"Block Group","060590755053","CA","060590755053","=""060590755053""","5.68","2019-2023","2022","Census","California (State)"
"Block Group","060590755061","CA","060590755061","=""060590755061""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755062","CA","060590755062","=""060590755062""","2.46","2019-2023","2022","Census","California (State)"
"Block Group","060590755063","CA","060590755063","=""060590755063""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755071","CA","060590755071","=""060590755071""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755072","CA","060590755072","=""060590755072""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755073","CA","060590755073","=""060590755073""","1.88","2019-2023","2022","Census","California (State)"
"Block Group","060590755121","CA","060590755121","=""060590755121""","1.53","2019-2023","2022","Census","California (State)"
"Block Group","060590755122","CA","060590755122","=""060590755122""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755131","CA","060590755131","=""060590755131""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755132","CA","060590755132","=""060590755132""","0.93","2019-2023","2022","Census","California (State)"
"Block Group","060590755141","CA","060590755141","=""060590755141""","5.05","2019-2023","2022","Census","California (State)"
"Block Group","060590755142","CA","060590755142","=""060590755142""","1.29","2019-2023","2022","Census","California (State)"
"Block Group","060590755161","CA","060590755161","=""060590755161""","6.61","2019-2023","2022","Census","California (State)"
"Block Group","060590755162","CA","060590755162","=""060590755162""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755163","CA","060590755163","=""060590755163""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755164","CA","060590755164","=""060590755164""","16.04","2019-2023","2022","Census","California (State)"
"Block Group","060590755165","CA","060590755165","=""060590755165""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755166","CA","060590755166","=""060590755166""","0.07","2019-2023","2022","Census","California (State)"
"Block Group","060590755171","CA","060590755171","=""060590755171""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755172","CA","060590755172","=""060590755172""","10.14","2019-2023","2022","Census","California (State)"
"Block Group","060590755173","CA","060590755173","=""060590755173""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755181","CA","060590755181","=""060590755181""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755182","CA","060590755182","=""060590755182""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755183","CA","060590755183","=""060590755183""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755184","CA","060590755184","=""060590755184""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590755185","CA","060590755185","=""060590755185""","0.94","2019-2023","2022","Census","California (State)"
"Block Group","060590756031","CA","060590756031","=""060590756031""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756032","CA","060590756032","=""060590756032""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756033","CA","060590756033","=""060590756033""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756041","CA","060590756041","=""060590756041""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756042","CA","060590756042","=""060590756042""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756043","CA","060590756043","=""060590756043""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756044","CA","060590756044","=""060590756044""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756045","CA","060590756045","=""060590756045""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756046","CA","060590756046","=""060590756046""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756051","CA","060590756051","=""060590756051""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756052","CA","060590756052","=""060590756052""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756053","CA","060590756053","=""060590756053""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756054","CA","060590756054","=""060590756054""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756055","CA","060590756055","=""060590756055""","23.48","2019-2023","2022","Census","California (State)"
"Block Group","060590756061","CA","060590756061","=""060590756061""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756062","CA","060590756062","=""060590756062""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756063","CA","060590756063","=""060590756063""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756064","CA","060590756064","=""060590756064""","1.56","2019-2023","2022","Census","California (State)"
"Block Group","060590756065","CA","060590756065","=""060590756065""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756071","CA","060590756071","=""060590756071""","0.00","2019-2023","2022","Census","California (State)"
"Block Group","060590756072","CA","060590756072","=""060590756072""","1.09","2019-2023","2022","Census","California (State)"
