"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","060070017022","CA","060070017022","=""060070017022""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070017023","CA","060070017023","=""060070017023""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060070017024","CA","060070017024","=""060070017024""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060070017031","CA","060070017031","=""060070017031""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070017032","CA","060070017032","=""060070017032""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060070017041","CA","060070017041","=""060070017041""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060070017042","CA","060070017042","=""060070017042""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060070017043","CA","060070017043","=""060070017043""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060070018001","CA","060070018001","=""060070018001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070018002","CA","060070018002","=""060070018002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070018003","CA","060070018003","=""060070018003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070018004","CA","060070018004","=""060070018004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070018005","CA","060070018005","=""060070018005""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060070019001","CA","060070019001","=""060070019001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070019002","CA","060070019002","=""060070019002""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060070019003","CA","060070019003","=""060070019003""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060070019004","CA","060070019004","=""060070019004""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060070020001","CA","060070020001","=""060070020001""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060070020002","CA","060070020002","=""060070020002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070020003","CA","060070020003","=""060070020003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070020004","CA","060070020004","=""060070020004""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060070020005","CA","060070020005","=""060070020005""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060070020006","CA","060070020006","=""060070020006""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060070021001","CA","060070021001","=""060070021001""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060070021002","CA","060070021002","=""060070021002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070021003","CA","060070021003","=""060070021003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070021004","CA","060070021004","=""060070021004""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060070021005","CA","060070021005","=""060070021005""","0.9","2019-2023","2022","Census","California (State)"
"Block Group","060070022001","CA","060070022001","=""060070022001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070022002","CA","060070022002","=""060070022002""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060070022003","CA","060070022003","=""060070022003""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060070022004","CA","060070022004","=""060070022004""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060070023001","CA","060070023001","=""060070023001""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060070023002","CA","060070023002","=""060070023002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070023003","CA","060070023003","=""060070023003""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060070023004","CA","060070023004","=""060070023004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070023005","CA","060070023005","=""060070023005""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070024011","CA","060070024011","=""060070024011""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060070024012","CA","060070024012","=""060070024012""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060070024021","CA","060070024021","=""060070024021""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070024022","CA","060070024022","=""060070024022""","3.0","2019-2023","2022","Census","California (State)"
"Block Group","060070024023","CA","060070024023","=""060070024023""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060070025001","CA","060070025001","=""060070025001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060070025002","CA","060070025002","=""060070025002""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060070025003","CA","060070025003","=""060070025003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070025004","CA","060070025004","=""060070025004""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060070026011","CA","060070026011","=""060070026011""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060070026012","CA","060070026012","=""060070026012""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070026013","CA","060070026013","=""060070026013""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070026021","CA","060070026021","=""060070026021""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060070026022","CA","060070026022","=""060070026022""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060070026023","CA","060070026023","=""060070026023""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070027001","CA","060070027001","=""060070027001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070027002","CA","060070027002","=""060070027002""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060070027003","CA","060070027003","=""060070027003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070027004","CA","060070027004","=""060070027004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070027005","CA","060070027005","=""060070027005""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060070027006","CA","060070027006","=""060070027006""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060070028001","CA","060070028001","=""060070028001""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060070028002","CA","060070028002","=""060070028002""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060070028003","CA","060070028003","=""060070028003""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060070028004","CA","060070028004","=""060070028004""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060070028005","CA","060070028005","=""060070028005""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060070029001","CA","060070029001","=""060070029001""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060070029002","CA","060070029002","=""060070029002""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060070030011","CA","060070030011","=""060070030011""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070030012","CA","060070030012","=""060070030012""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060070030013","CA","060070030013","=""060070030013""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070030014","CA","060070030014","=""060070030014""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060070030021","CA","060070030021","=""060070030021""","0.7","2019-2023","2022","Census","California (State)"
"Block Group","060070030022","CA","060070030022","=""060070030022""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070030023","CA","060070030023","=""060070030023""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060070030024","CA","060070030024","=""060070030024""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060070031001","CA","060070031001","=""060070031001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070031002","CA","060070031002","=""060070031002""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060070031003","CA","060070031003","=""060070031003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070031004","CA","060070031004","=""060070031004""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060070032001","CA","060070032001","=""060070032001""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060070032002","CA","060070032002","=""060070032002""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060070032003","CA","060070032003","=""060070032003""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060070033001","CA","060070033001","=""060070033001""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060070033002","CA","060070033002","=""060070033002""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060070033003","CA","060070033003","=""060070033003""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060070034001","CA","060070034001","=""060070034001""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060070034002","CA","060070034002","=""060070034002""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060070035011","CA","060070035011","=""060070035011""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060070035012","CA","060070035012","=""060070035012""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060070035013","CA","060070035013","=""060070035013""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060070035014","CA","060070035014","=""060070035014""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060070035021","CA","060070035021","=""060070035021""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060070035022","CA","060070035022","=""060070035022""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060070035023","CA","060070035023","=""060070035023""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060070035024","CA","060070035024","=""060070035024""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060070036001","CA","060070036001","=""060070036001""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060070036002","CA","060070036002","=""060070036002""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060070036003","CA","060070036003","=""060070036003""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060070037001","CA","060070037001","=""060070037001""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060070037002","CA","060070037002","=""060070037002""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060070037003","CA","060070037003","=""060070037003""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060070037004","CA","060070037004","=""060070037004""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060090001211","CA","060090001211","=""060090001211""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060090001212","CA","060090001212","=""060090001212""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090001213","CA","060090001213","=""060090001213""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060090001221","CA","060090001221","=""060090001221""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060090001222","CA","060090001222","=""060090001222""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090001223","CA","060090001223","=""060090001223""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060090001231","CA","060090001231","=""060090001231""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060090001232","CA","060090001232","=""060090001232""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090001241","CA","060090001241","=""060090001241""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060090001242","CA","060090001242","=""060090001242""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060090002201","CA","060090002201","=""060090002201""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060090002202","CA","060090002202","=""060090002202""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090002203","CA","060090002203","=""060090002203""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090002211","CA","060090002211","=""060090002211""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060090002212","CA","060090002212","=""060090002212""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090002213","CA","060090002213","=""060090002213""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060090002221","CA","060090002221","=""060090002221""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090002222","CA","060090002222","=""060090002222""","3.1","2019-2023","2022","Census","California (State)"
"Block Group","060090003011","CA","060090003011","=""060090003011""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090003012","CA","060090003012","=""060090003012""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060090003013","CA","060090003013","=""060090003013""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060090003021","CA","060090003021","=""060090003021""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060090003022","CA","060090003022","=""060090003022""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060090004001","CA","060090004001","=""060090004001""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060090004002","CA","060090004002","=""060090004002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090004003","CA","060090004003","=""060090004003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090004004","CA","060090004004","=""060090004004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090004005","CA","060090004005","=""060090004005""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060090004006","CA","060090004006","=""060090004006""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090005011","CA","060090005011","=""060090005011""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090005012","CA","060090005012","=""060090005012""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090005041","CA","060090005041","=""060090005041""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060090005042","CA","060090005042","=""060090005042""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060090005051","CA","060090005051","=""060090005051""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060090005052","CA","060090005052","=""060090005052""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060090005061","CA","060090005061","=""060090005061""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060110001001","CA","060110001001","=""060110001001""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060110001002","CA","060110001002","=""060110001002""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060110001003","CA","060110001003","=""060110001003""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060110001004","CA","060110001004","=""060110001004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060110002001","CA","060110002001","=""060110002001""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060110002002","CA","060110002002","=""060110002002""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060110002003","CA","060110002003","=""060110002003""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060110002004","CA","060110002004","=""060110002004""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060110002005","CA","060110002005","=""060110002005""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060110003011","CA","060110003011","=""060110003011""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060110003012","CA","060110003012","=""060110003012""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060110003021","CA","060110003021","=""060110003021""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060110003022","CA","060110003022","=""060110003022""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060110004001","CA","060110004001","=""060110004001""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060110004002","CA","060110004002","=""060110004002""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060110004003","CA","060110004003","=""060110004003""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060110005001","CA","060110005001","=""060110005001""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060110005002","CA","060110005002","=""060110005002""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060110005003","CA","060110005003","=""060110005003""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060110005004","CA","060110005004","=""060110005004""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133010001","CA","060133010001","=""060133010001""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133010002","CA","060133010002","=""060133010002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133010003","CA","060133010003","=""060133010003""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060133010004","CA","060133010004","=""060133010004""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133020051","CA","060133020051","=""060133020051""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060133020052","CA","060133020052","=""060133020052""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133020053","CA","060133020053","=""060133020053""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133020054","CA","060133020054","=""060133020054""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060133020061","CA","060133020061","=""060133020061""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060133020062","CA","060133020062","=""060133020062""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060133020071","CA","060133020071","=""060133020071""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133020072","CA","060133020072","=""060133020072""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060133020073","CA","060133020073","=""060133020073""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133020091","CA","060133020091","=""060133020091""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133020092","CA","060133020092","=""060133020092""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060133020093","CA","060133020093","=""060133020093""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133020094","CA","060133020094","=""060133020094""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060133020111","CA","060133020111","=""060133020111""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133020112","CA","060133020112","=""060133020112""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060133020121","CA","060133020121","=""060133020121""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133020122","CA","060133020122","=""060133020122""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060133020131","CA","060133020131","=""060133020131""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133020132","CA","060133020132","=""060133020132""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133020141","CA","060133020141","=""060133020141""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133020142","CA","060133020142","=""060133020142""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060133020143","CA","060133020143","=""060133020143""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133031041","CA","060133031041","=""060133031041""","2.9","2019-2023","2022","Census","California (State)"
"Block Group","060133031042","CA","060133031042","=""060133031042""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060133031051","CA","060133031051","=""060133031051""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133031061","CA","060133031061","=""060133031061""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060133031062","CA","060133031062","=""060133031062""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133031063","CA","060133031063","=""060133031063""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060133031071","CA","060133031071","=""060133031071""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133031072","CA","060133031072","=""060133031072""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133031073","CA","060133031073","=""060133031073""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133031074","CA","060133031074","=""060133031074""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060133032021","CA","060133032021","=""060133032021""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133032022","CA","060133032022","=""060133032022""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133032023","CA","060133032023","=""060133032023""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133032041","CA","060133032041","=""060133032041""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133032042","CA","060133032042","=""060133032042""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133032043","CA","060133032043","=""060133032043""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133032061","CA","060133032061","=""060133032061""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133032062","CA","060133032062","=""060133032062""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060133032071","CA","060133032071","=""060133032071""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133032072","CA","060133032072","=""060133032072""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133032073","CA","060133032073","=""060133032073""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133032081","CA","060133032081","=""060133032081""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060133032082","CA","060133032082","=""060133032082""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060133032091","CA","060133032091","=""060133032091""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060133032092","CA","060133032092","=""060133032092""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133032101","CA","060133032101","=""060133032101""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060133032102","CA","060133032102","=""060133032102""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060133032111","CA","060133032111","=""060133032111""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133032112","CA","060133032112","=""060133032112""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133040011","CA","060133040011","=""060133040011""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133040012","CA","060133040012","=""060133040012""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060133040021","CA","060133040021","=""060133040021""","3.2","2019-2023","2022","Census","California (State)"
"Block Group","060133040031","CA","060133040031","=""060133040031""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133040032","CA","060133040032","=""060133040032""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060133040041","CA","060133040041","=""060133040041""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133040042","CA","060133040042","=""060133040042""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060133040061","CA","060133040061","=""060133040061""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133040071","CA","060133040071","=""060133040071""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133040072","CA","060133040072","=""060133040072""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133040073","CA","060133040073","=""060133040073""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133050001","CA","060133050001","=""060133050001""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060133050002","CA","060133050002","=""060133050002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133050003","CA","060133050003","=""060133050003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133050004","CA","060133050004","=""060133050004""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133050005","CA","060133050005","=""060133050005""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060133060021","CA","060133060021","=""060133060021""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133060022","CA","060133060022","=""060133060022""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060133060031","CA","060133060031","=""060133060031""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133060032","CA","060133060032","=""060133060032""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133060033","CA","060133060033","=""060133060033""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133060041","CA","060133060041","=""060133060041""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133060042","CA","060133060042","=""060133060042""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060133071011","CA","060133071011","=""060133071011""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133071012","CA","060133071012","=""060133071012""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133071013","CA","060133071013","=""060133071013""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133071021","CA","060133071021","=""060133071021""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133071022","CA","060133071022","=""060133071022""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133071023","CA","060133071023","=""060133071023""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133071024","CA","060133071024","=""060133071024""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133072011","CA","060133072011","=""060133072011""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060133072012","CA","060133072012","=""060133072012""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060133072021","CA","060133072021","=""060133072021""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060133072022","CA","060133072022","=""060133072022""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060133072023","CA","060133072023","=""060133072023""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060133072041","CA","060133072041","=""060133072041""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133072042","CA","060133072042","=""060133072042""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133072043","CA","060133072043","=""060133072043""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133072051","CA","060133072051","=""060133072051""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133072052","CA","060133072052","=""060133072052""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060133072053","CA","060133072053","=""060133072053""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133072054","CA","060133072054","=""060133072054""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060133080011","CA","060133080011","=""060133080011""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060133080012","CA","060133080012","=""060133080012""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060133080013","CA","060133080013","=""060133080013""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133080014","CA","060133080014","=""060133080014""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060133080021","CA","060133080021","=""060133080021""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133080022","CA","060133080022","=""060133080022""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133080023","CA","060133080023","=""060133080023""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133090001","CA","060133090001","=""060133090001""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060133090002","CA","060133090002","=""060133090002""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133090003","CA","060133090003","=""060133090003""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133100001","CA","060133100001","=""060133100001""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060133100002","CA","060133100002","=""060133100002""","1.1","2019-2023","2022","Census","California (State)"
"Block Group","060133100003","CA","060133100003","=""060133100003""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060133100004","CA","060133100004","=""060133100004""","2.7","2019-2023","2022","Census","California (State)"
"Block Group","060133110001","CA","060133110001","=""060133110001""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060133110002","CA","060133110002","=""060133110002""","3.0","2019-2023","2022","Census","California (State)"
"Block Group","060133110003","CA","060133110003","=""060133110003""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060133120001","CA","060133120001","=""060133120001""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060133131021","CA","060133131021","=""060133131021""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060133131022","CA","060133131022","=""060133131022""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133131041","CA","060133131041","=""060133131041""","3.0","2019-2023","2022","Census","California (State)"
"Block Group","060133131042","CA","060133131042","=""060133131042""","1.1","2019-2023","2022","Census","California (State)"
"Block Group","060133131051","CA","060133131051","=""060133131051""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133131052","CA","060133131052","=""060133131052""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060133131053","CA","060133131053","=""060133131053""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060133131061","CA","060133131061","=""060133131061""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133131062","CA","060133131062","=""060133131062""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060133131071","CA","060133131071","=""060133131071""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060133131072","CA","060133131072","=""060133131072""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060133132031","CA","060133132031","=""060133132031""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060133132032","CA","060133132032","=""060133132032""","2.6","2019-2023","2022","Census","California (State)"
