"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pedestrian-oriented Road Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","360470527001","NY","360470527001","=""360470527001""","1.84","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470527002","NY","360470527002","=""360470527002""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470527003","NY","360470527003","=""360470527003""","9.71","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470527004","NY","360470527004","=""360470527004""","9.09","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470527005","NY","360470527005","=""360470527005""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470527006","NY","360470527006","=""360470527006""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470527007","NY","360470527007","=""360470527007""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470528001","NY","360470528001","=""360470528001""","17.90","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470528002","NY","360470528002","=""360470528002""","11.05","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470529001","NY","360470529001","=""360470529001""","6.42","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470529002","NY","360470529002","=""360470529002""","10.71","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470529003","NY","360470529003","=""360470529003""","14.85","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470530001","NY","360470530001","=""360470530001""","16.69","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470530002","NY","360470530002","=""360470530002""","12.44","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470530003","NY","360470530003","=""360470530003""","22.80","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470531001","NY","360470531001","=""360470531001""","16.08","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470531002","NY","360470531002","=""360470531002""","4.69","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470531003","NY","360470531003","=""360470531003""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470531004","NY","360470531004","=""360470531004""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470532001","NY","360470532001","=""360470532001""","19.60","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470532002","NY","360470532002","=""360470532002""","7.57","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470533001","NY","360470533001","=""360470533001""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470533002","NY","360470533002","=""360470533002""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470533003","NY","360470533003","=""360470533003""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470533004","NY","360470533004","=""360470533004""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470533005","NY","360470533005","=""360470533005""","0.21","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470534001","NY","360470534001","=""360470534001""","4.25","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470534002","NY","360470534002","=""360470534002""","5.96","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470534003","NY","360470534003","=""360470534003""","5.95","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470534004","NY","360470534004","=""360470534004""","16.69","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470535001","NY","360470535001","=""360470535001""","5.29","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470535002","NY","360470535002","=""360470535002""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470535003","NY","360470535003","=""360470535003""","9.97","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470535004","NY","360470535004","=""360470535004""","18.44","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470537001","NY","360470537001","=""360470537001""","0.07","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470537002","NY","360470537002","=""360470537002""","13.41","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470538001","NY","360470538001","=""360470538001""","5.94","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470538002","NY","360470538002","=""360470538002""","5.97","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470538003","NY","360470538003","=""360470538003""","9.85","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470539001","NY","360470539001","=""360470539001""","11.04","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470539002","NY","360470539002","=""360470539002""","9.73","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470542001","NY","360470542001","=""360470542001""","3.67","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470542002","NY","360470542002","=""360470542002""","15.95","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470542003","NY","360470542003","=""360470542003""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470543001","NY","360470543001","=""360470543001""","14.35","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470543002","NY","360470543002","=""360470543002""","13.96","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470544001","NY","360470544001","=""360470544001""","2.73","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470544002","NY","360470544002","=""360470544002""","5.61","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470544003","NY","360470544003","=""360470544003""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470545001","NY","360470545001","=""360470545001""","22.17","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470545002","NY","360470545002","=""360470545002""","17.93","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470545003","NY","360470545003","=""360470545003""","10.80","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470545004","NY","360470545004","=""360470545004""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470545005","NY","360470545005","=""360470545005""","3.38","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470545006","NY","360470545006","=""360470545006""","8.44","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470546001","NY","360470546001","=""360470546001""","6.26","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470546002","NY","360470546002","=""360470546002""","11.27","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470546003","NY","360470546003","=""360470546003""","8.51","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470547001","NY","360470547001","=""360470547001""","11.97","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470547002","NY","360470547002","=""360470547002""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470547003","NY","360470547003","=""360470547003""","2.58","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470548001","NY","360470548001","=""360470548001""","7.42","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470548002","NY","360470548002","=""360470548002""","9.82","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470549001","NY","360470549001","=""360470549001""","17.24","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470549002","NY","360470549002","=""360470549002""","14.53","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470550001","NY","360470550001","=""360470550001""","4.93","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470550002","NY","360470550002","=""360470550002""","7.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470550003","NY","360470550003","=""360470550003""","17.64","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470551001","NY","360470551001","=""360470551001""","4.21","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470551002","NY","360470551002","=""360470551002""","6.69","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470551003","NY","360470551003","=""360470551003""","6.49","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470551004","NY","360470551004","=""360470551004""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470552001","NY","360470552001","=""360470552001""","6.33","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470552002","NY","360470552002","=""360470552002""","7.52","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470552003","NY","360470552003","=""360470552003""","8.29","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470553001","NY","360470553001","=""360470553001""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470553002","NY","360470553002","=""360470553002""","8.40","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470553003","NY","360470553003","=""360470553003""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470554001","NY","360470554001","=""360470554001""","4.25","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470554002","NY","360470554002","=""360470554002""","10.50","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470554003","NY","360470554003","=""360470554003""","13.82","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470555001","NY","360470555001","=""360470555001""","12.67","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470556001","NY","360470556001","=""360470556001""","7.54","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470556002","NY","360470556002","=""360470556002""","5.70","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470556003","NY","360470556003","=""360470556003""","16.46","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470557001","NY","360470557001","=""360470557001""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470557002","NY","360470557002","=""360470557002""","7.86","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470558001","NY","360470558001","=""360470558001""","6.02","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470558002","NY","360470558002","=""360470558002""","10.27","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470560001","NY","360470560001","=""360470560001""","7.18","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470560002","NY","360470560002","=""360470560002""","20.01","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470560003","NY","360470560003","=""360470560003""","6.12","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470561001","NY","360470561001","=""360470561001""","7.55","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470561002","NY","360470561002","=""360470561002""","2.49","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470561003","NY","360470561003","=""360470561003""","12.19","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470561004","NY","360470561004","=""360470561004""","2.04","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470562001","NY","360470562001","=""360470562001""","10.87","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470562002","NY","360470562002","=""360470562002""","11.26","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470563001","NY","360470563001","=""360470563001""","6.59","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470563002","NY","360470563002","=""360470563002""","11.27","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470563003","NY","360470563003","=""360470563003""","6.42","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470563004","NY","360470563004","=""360470563004""","6.80","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470564001","NY","360470564001","=""360470564001""","11.39","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470564002","NY","360470564002","=""360470564002""","7.52","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470564003","NY","360470564003","=""360470564003""","11.95","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470565001","NY","360470565001","=""360470565001""","14.10","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470565002","NY","360470565002","=""360470565002""","10.94","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470565003","NY","360470565003","=""360470565003""","17.67","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470566001","NY","360470566001","=""360470566001""","10.89","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470566002","NY","360470566002","=""360470566002""","16.15","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470568001","NY","360470568001","=""360470568001""","15.57","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470568002","NY","360470568002","=""360470568002""","3.95","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470569001","NY","360470569001","=""360470569001""","22.08","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470569002","NY","360470569002","=""360470569002""","5.23","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470570001","NY","360470570001","=""360470570001""","12.91","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470570002","NY","360470570002","=""360470570002""","17.29","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470570003","NY","360470570003","=""360470570003""","5.71","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470570004","NY","360470570004","=""360470570004""","8.45","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470571001","NY","360470571001","=""360470571001""","8.75","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470571002","NY","360470571002","=""360470571002""","7.61","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470571003","NY","360470571003","=""360470571003""","7.48","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470571004","NY","360470571004","=""360470571004""","7.95","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470572001","NY","360470572001","=""360470572001""","10.18","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470572002","NY","360470572002","=""360470572002""","9.78","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470573001","NY","360470573001","=""360470573001""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470573002","NY","360470573002","=""360470573002""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470573003","NY","360470573003","=""360470573003""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470574001","NY","360470574001","=""360470574001""","9.19","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470574002","NY","360470574002","=""360470574002""","3.30","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470575001","NY","360470575001","=""360470575001""","3.73","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470575002","NY","360470575002","=""360470575002""","6.11","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470575003","NY","360470575003","=""360470575003""","1.09","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470575004","NY","360470575004","=""360470575004""","11.30","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470576001","NY","360470576001","=""360470576001""","16.35","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470576002","NY","360470576002","=""360470576002""","6.50","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470578001","NY","360470578001","=""360470578001""","11.18","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470578002","NY","360470578002","=""360470578002""","11.09","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470579001","NY","360470579001","=""360470579001""","8.31","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470579002","NY","360470579002","=""360470579002""","8.66","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470580001","NY","360470580001","=""360470580001""","6.50","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470580002","NY","360470580002","=""360470580002""","6.51","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470582001","NY","360470582001","=""360470582001""","5.94","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470582002","NY","360470582002","=""360470582002""","13.26","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470582003","NY","360470582003","=""360470582003""","7.65","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470584001","NY","360470584001","=""360470584001""","4.29","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470584002","NY","360470584002","=""360470584002""","9.76","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470586001","NY","360470586001","=""360470586001""","6.66","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470586002","NY","360470586002","=""360470586002""","3.05","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470588001","NY","360470588001","=""360470588001""","13.54","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470588002","NY","360470588002","=""360470588002""","9.79","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470589001","NY","360470589001","=""360470589001""","4.86","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470589002","NY","360470589002","=""360470589002""","6.01","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470590001","NY","360470590001","=""360470590001""","9.04","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470591001","NY","360470591001","=""360470591001""","4.28","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470591002","NY","360470591002","=""360470591002""","3.85","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470591003","NY","360470591003","=""360470591003""","0.13","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470591004","NY","360470591004","=""360470591004""","35.10","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470592001","NY","360470592001","=""360470592001""","8.47","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470592002","NY","360470592002","=""360470592002""","11.27","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470592003","NY","360470592003","=""360470592003""","14.71","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470593001","NY","360470593001","=""360470593001""","11.56","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470593002","NY","360470593002","=""360470593002""","6.76","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470594011","NY","360470594011","=""360470594011""","4.42","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470594012","NY","360470594012","=""360470594012""","6.72","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470594013","NY","360470594013","=""360470594013""","14.36","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470594014","NY","360470594014","=""360470594014""","6.71","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470594015","NY","360470594015","=""360470594015""","18.89","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470594016","NY","360470594016","=""360470594016""","7.52","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470594021","NY","360470594021","=""360470594021""","9.61","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470594022","NY","360470594022","=""360470594022""","11.77","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470594023","NY","360470594023","=""360470594023""","11.78","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470594024","NY","360470594024","=""360470594024""","1.74","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470596001","NY","360470596001","=""360470596001""","6.66","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470596002","NY","360470596002","=""360470596002""","6.72","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470596003","NY","360470596003","=""360470596003""","10.69","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470598001","NY","360470598001","=""360470598001""","17.76","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470598002","NY","360470598002","=""360470598002""","25.48","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470600001","NY","360470600001","=""360470600001""","8.64","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470600002","NY","360470600002","=""360470600002""","12.48","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470600003","NY","360470600003","=""360470600003""","10.08","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470600004","NY","360470600004","=""360470600004""","15.26","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470600005","NY","360470600005","=""360470600005""","10.77","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470606001","NY","360470606001","=""360470606001""","15.98","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470606002","NY","360470606002","=""360470606002""","21.73","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470608001","NY","360470608001","=""360470608001""","12.54","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470608002","NY","360470608002","=""360470608002""","10.23","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470608003","NY","360470608003","=""360470608003""","18.52","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470610020","NY","360470610020","=""360470610020""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470610021","NY","360470610021","=""360470610021""","11.62","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470610022","NY","360470610022","=""360470610022""","22.77","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470610031","NY","360470610031","=""360470610031""","20.41","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470610032","NY","360470610032","=""360470610032""","13.23","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470610041","NY","360470610041","=""360470610041""","10.47","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470610042","NY","360470610042","=""360470610042""","10.72","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470610043","NY","360470610043","=""360470610043""","27.84","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470610044","NY","360470610044","=""360470610044""","6.11","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470610045","NY","360470610045","=""360470610045""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470612001","NY","360470612001","=""360470612001""","17.55","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470616000","NY","360470616000","=""360470616000""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470616001","NY","360470616001","=""360470616001""","20.43","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470620001","NY","360470620001","=""360470620001""","3.07","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470620002","NY","360470620002","=""360470620002""","6.52","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470622001","NY","360470622001","=""360470622001""","3.87","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470622002","NY","360470622002","=""360470622002""","16.14","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470626001","NY","360470626001","=""360470626001""","13.55","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470626002","NY","360470626002","=""360470626002""","11.71","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470628001","NY","360470628001","=""360470628001""","18.63","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470628002","NY","360470628002","=""360470628002""","19.34","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470628003","NY","360470628003","=""360470628003""","35.74","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470628004","NY","360470628004","=""360470628004""","18.13","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470632001","NY","360470632001","=""360470632001""","13.19","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470632002","NY","360470632002","=""360470632002""","8.45","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470636001","NY","360470636001","=""360470636001""","6.78","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470638001","NY","360470638001","=""360470638001""","13.37","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470638002","NY","360470638002","=""360470638002""","22.31","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470640001","NY","360470640001","=""360470640001""","6.76","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470640002","NY","360470640002","=""360470640002""","14.31","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470642001","NY","360470642001","=""360470642001""","9.39","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470642002","NY","360470642002","=""360470642002""","15.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470644001","NY","360470644001","=""360470644001""","9.88","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470644002","NY","360470644002","=""360470644002""","12.44","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470646001","NY","360470646001","=""360470646001""","13.06","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470646002","NY","360470646002","=""360470646002""","2.95","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470648001","NY","360470648001","=""360470648001""","2.63","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470648002","NY","360470648002","=""360470648002""","6.76","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470650001","NY","360470650001","=""360470650001""","11.08","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470650002","NY","360470650002","=""360470650002""","10.11","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470652001","NY","360470652001","=""360470652001""","13.31","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470654001","NY","360470654001","=""360470654001""","6.76","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470654002","NY","360470654002","=""360470654002""","12.76","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470656001","NY","360470656001","=""360470656001""","11.75","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470656002","NY","360470656002","=""360470656002""","12.49","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470658001","NY","360470658001","=""360470658001""","10.75","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470658002","NY","360470658002","=""360470658002""","11.43","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470660001","NY","360470660001","=""360470660001""","13.46","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470660002","NY","360470660002","=""360470660002""","2.84","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470662001","NY","360470662001","=""360470662001""","8.46","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470666000","NY","360470666000","=""360470666000""","0.00","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470666001","NY","360470666001","=""360470666001""","5.34","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470670001","NY","360470670001","=""360470670001""","17.87","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470670002","NY","360470670002","=""360470670002""","7.82","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470672001","NY","360470672001","=""360470672001""","12.69","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470674001","NY","360470674001","=""360470674001""","10.20","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470674002","NY","360470674002","=""360470674002""","10.88","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470676001","NY","360470676001","=""360470676001""","15.32","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470676002","NY","360470676002","=""360470676002""","13.44","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470678001","NY","360470678001","=""360470678001""","5.58","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470678002","NY","360470678002","=""360470678002""","10.74","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470680001","NY","360470680001","=""360470680001""","4.94","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470680002","NY","360470680002","=""360470680002""","5.40","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470682001","NY","360470682001","=""360470682001""","11.18","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470682002","NY","360470682002","=""360470682002""","16.68","2021","2010","EPA Smart Location Database","New York (State)"
"Block Group","360470686001","NY","360470686001","=""360470686001""","20.46","2021","2010","EPA Smart Location Database","New York (State)"
