"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","040131105013","AZ","040131105013","=""040131105013""","0.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131105021","AZ","040131105021","=""040131105021""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131105022","AZ","040131105022","=""040131105022""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131106001","AZ","040131106001","=""040131106001""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131106002","AZ","040131106002","=""040131106002""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131106003","AZ","040131106003","=""040131106003""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131106004","AZ","040131106004","=""040131106004""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131107011","AZ","040131107011","=""040131107011""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131107012","AZ","040131107012","=""040131107012""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131107021","AZ","040131107021","=""040131107021""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131107022","AZ","040131107022","=""040131107022""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131108011","AZ","040131108011","=""040131108011""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131108012","AZ","040131108012","=""040131108012""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131108013","AZ","040131108013","=""040131108013""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131108021","AZ","040131108021","=""040131108021""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131108022","AZ","040131108022","=""040131108022""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131109011","AZ","040131109011","=""040131109011""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131109012","AZ","040131109012","=""040131109012""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131109021","AZ","040131109021","=""040131109021""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131109022","AZ","040131109022","=""040131109022""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131110001","AZ","040131110001","=""040131110001""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131110002","AZ","040131110002","=""040131110002""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131110003","AZ","040131110003","=""040131110003""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131110004","AZ","040131110004","=""040131110004""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131110005","AZ","040131110005","=""040131110005""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131111001","AZ","040131111001","=""040131111001""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131111002","AZ","040131111002","=""040131111002""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131111003","AZ","040131111003","=""040131111003""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112011","AZ","040131112011","=""040131112011""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112012","AZ","040131112012","=""040131112012""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112013","AZ","040131112013","=""040131112013""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112014","AZ","040131112014","=""040131112014""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112021","AZ","040131112021","=""040131112021""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112031","AZ","040131112031","=""040131112031""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131112041","AZ","040131112041","=""040131112041""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131113001","AZ","040131113001","=""040131113001""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131113002","AZ","040131113002","=""040131113002""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131113003","AZ","040131113003","=""040131113003""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131113004","AZ","040131113004","=""040131113004""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131113005","AZ","040131113005","=""040131113005""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131114011","AZ","040131114011","=""040131114011""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131114012","AZ","040131114012","=""040131114012""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131114021","AZ","040131114021","=""040131114021""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131114022","AZ","040131114022","=""040131114022""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131115011","AZ","040131115011","=""040131115011""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131115021","AZ","040131115021","=""040131115021""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131115022","AZ","040131115022","=""040131115022""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131115023","AZ","040131115023","=""040131115023""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131115024","AZ","040131115024","=""040131115024""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131116011","AZ","040131116011","=""040131116011""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131116012","AZ","040131116012","=""040131116012""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131116021","AZ","040131116021","=""040131116021""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131116022","AZ","040131116022","=""040131116022""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131116023","AZ","040131116023","=""040131116023""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131117001","AZ","040131117001","=""040131117001""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131117002","AZ","040131117002","=""040131117002""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131117003","AZ","040131117003","=""040131117003""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131117004","AZ","040131117004","=""040131117004""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131118001","AZ","040131118001","=""040131118001""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131118002","AZ","040131118002","=""040131118002""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131118003","AZ","040131118003","=""040131118003""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131118004","AZ","040131118004","=""040131118004""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131119001","AZ","040131119001","=""040131119001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131119002","AZ","040131119002","=""040131119002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131119003","AZ","040131119003","=""040131119003""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131121001","AZ","040131121001","=""040131121001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131121002","AZ","040131121002","=""040131121002""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131121003","AZ","040131121003","=""040131121003""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131122011","AZ","040131122011","=""040131122011""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131122012","AZ","040131122012","=""040131122012""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131122021","AZ","040131122021","=""040131122021""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131122022","AZ","040131122022","=""040131122022""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131122023","AZ","040131122023","=""040131122023""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123011","AZ","040131123011","=""040131123011""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123012","AZ","040131123012","=""040131123012""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123013","AZ","040131123013","=""040131123013""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123021","AZ","040131123021","=""040131123021""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123022","AZ","040131123022","=""040131123022""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123023","AZ","040131123023","=""040131123023""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123024","AZ","040131123024","=""040131123024""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131123025","AZ","040131123025","=""040131123025""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124011","AZ","040131124011","=""040131124011""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124012","AZ","040131124012","=""040131124012""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124013","AZ","040131124013","=""040131124013""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124021","AZ","040131124021","=""040131124021""","2.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124022","AZ","040131124022","=""040131124022""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131124023","AZ","040131124023","=""040131124023""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125021","AZ","040131125021","=""040131125021""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125022","AZ","040131125022","=""040131125022""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125023","AZ","040131125023","=""040131125023""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125041","AZ","040131125041","=""040131125041""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125042","AZ","040131125042","=""040131125042""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125071","AZ","040131125071","=""040131125071""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125072","AZ","040131125072","=""040131125072""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125081","AZ","040131125081","=""040131125081""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125101","AZ","040131125101","=""040131125101""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125102","AZ","040131125102","=""040131125102""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125103","AZ","040131125103","=""040131125103""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125121","AZ","040131125121","=""040131125121""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125122","AZ","040131125122","=""040131125122""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125141","AZ","040131125141","=""040131125141""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125142","AZ","040131125142","=""040131125142""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125151","AZ","040131125151","=""040131125151""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125152","AZ","040131125152","=""040131125152""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125153","AZ","040131125153","=""040131125153""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125161","AZ","040131125161","=""040131125161""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125162","AZ","040131125162","=""040131125162""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125163","AZ","040131125163","=""040131125163""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125171","AZ","040131125171","=""040131125171""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125172","AZ","040131125172","=""040131125172""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125173","AZ","040131125173","=""040131125173""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125181","AZ","040131125181","=""040131125181""","2.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125182","AZ","040131125182","=""040131125182""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125191","AZ","040131125191","=""040131125191""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125192","AZ","040131125192","=""040131125192""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125201","AZ","040131125201","=""040131125201""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125202","AZ","040131125202","=""040131125202""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125211","AZ","040131125211","=""040131125211""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125212","AZ","040131125212","=""040131125212""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125221","AZ","040131125221","=""040131125221""","3.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125222","AZ","040131125222","=""040131125222""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125223","AZ","040131125223","=""040131125223""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125231","AZ","040131125231","=""040131125231""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125232","AZ","040131125232","=""040131125232""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125233","AZ","040131125233","=""040131125233""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125241","AZ","040131125241","=""040131125241""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125242","AZ","040131125242","=""040131125242""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131125243","AZ","040131125243","=""040131125243""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126011","AZ","040131126011","=""040131126011""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126012","AZ","040131126012","=""040131126012""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126021","AZ","040131126021","=""040131126021""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126022","AZ","040131126022","=""040131126022""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126023","AZ","040131126023","=""040131126023""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131126024","AZ","040131126024","=""040131126024""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131127001","AZ","040131127001","=""040131127001""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131127002","AZ","040131127002","=""040131127002""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131127003","AZ","040131127003","=""040131127003""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131127004","AZ","040131127004","=""040131127004""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131129001","AZ","040131129001","=""040131129001""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131129002","AZ","040131129002","=""040131129002""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131129003","AZ","040131129003","=""040131129003""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131129004","AZ","040131129004","=""040131129004""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131130001","AZ","040131130001","=""040131130001""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131130002","AZ","040131130002","=""040131130002""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131131001","AZ","040131131001","=""040131131001""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131131002","AZ","040131131002","=""040131131002""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131131003","AZ","040131131003","=""040131131003""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132011","AZ","040131132011","=""040131132011""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132012","AZ","040131132012","=""040131132012""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132021","AZ","040131132021","=""040131132021""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132022","AZ","040131132022","=""040131132022""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132041","AZ","040131132041","=""040131132041""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132042","AZ","040131132042","=""040131132042""","0.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131132043","AZ","040131132043","=""040131132043""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131133011","AZ","040131133011","=""040131133011""","0.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131133012","AZ","040131133012","=""040131133012""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131133013","AZ","040131133013","=""040131133013""","1.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131133014","AZ","040131133014","=""040131133014""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131135021","AZ","040131135021","=""040131135021""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131135031","AZ","040131135031","=""040131135031""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131135032","AZ","040131135032","=""040131135032""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131135033","AZ","040131135033","=""040131135033""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131136011","AZ","040131136011","=""040131136011""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131136012","AZ","040131136012","=""040131136012""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131136013","AZ","040131136013","=""040131136013""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131136021","AZ","040131136021","=""040131136021""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131136022","AZ","040131136022","=""040131136022""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137011","AZ","040131137011","=""040131137011""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137012","AZ","040131137012","=""040131137012""","1.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137013","AZ","040131137013","=""040131137013""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137014","AZ","040131137014","=""040131137014""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137021","AZ","040131137021","=""040131137021""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131137022","AZ","040131137022","=""040131137022""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138001","AZ","040131138001","=""040131138001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138002","AZ","040131138002","=""040131138002""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138003","AZ","040131138003","=""040131138003""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138004","AZ","040131138004","=""040131138004""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138005","AZ","040131138005","=""040131138005""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138006","AZ","040131138006","=""040131138006""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131138007","AZ","040131138007","=""040131138007""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131139001","AZ","040131139001","=""040131139001""","0.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131139002","AZ","040131139002","=""040131139002""","1.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131140001","AZ","040131140001","=""040131140001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131140002","AZ","040131140002","=""040131140002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131140003","AZ","040131140003","=""040131140003""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131140004","AZ","040131140004","=""040131140004""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131141001","AZ","040131141001","=""040131141001""","0.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131142001","AZ","040131142001","=""040131142001""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131143011","AZ","040131143011","=""040131143011""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131143021","AZ","040131143021","=""040131143021""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131143022","AZ","040131143022","=""040131143022""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131144011","AZ","040131144011","=""040131144011""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131144021","AZ","040131144021","=""040131144021""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131144022","AZ","040131144022","=""040131144022""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131145001","AZ","040131145001","=""040131145001""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131145002","AZ","040131145002","=""040131145002""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131145003","AZ","040131145003","=""040131145003""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131146001","AZ","040131146001","=""040131146001""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131147041","AZ","040131147041","=""040131147041""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131147051","AZ","040131147051","=""040131147051""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131148001","AZ","040131148001","=""040131148001""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131148002","AZ","040131148002","=""040131148002""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131148003","AZ","040131148003","=""040131148003""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131149001","AZ","040131149001","=""040131149001""","1.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131149002","AZ","040131149002","=""040131149002""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131149003","AZ","040131149003","=""040131149003""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131152001","AZ","040131152001","=""040131152001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131152002","AZ","040131152002","=""040131152002""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131152003","AZ","040131152003","=""040131152003""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131153001","AZ","040131153001","=""040131153001""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131153002","AZ","040131153002","=""040131153002""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131154001","AZ","040131154001","=""040131154001""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131154002","AZ","040131154002","=""040131154002""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131155001","AZ","040131155001","=""040131155001""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131155002","AZ","040131155002","=""040131155002""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131156001","AZ","040131156001","=""040131156001""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131156002","AZ","040131156002","=""040131156002""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131157001","AZ","040131157001","=""040131157001""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131157002","AZ","040131157002","=""040131157002""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131157003","AZ","040131157003","=""040131157003""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131157004","AZ","040131157004","=""040131157004""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131158011","AZ","040131158011","=""040131158011""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131158012","AZ","040131158012","=""040131158012""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131158021","AZ","040131158021","=""040131158021""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131158022","AZ","040131158022","=""040131158022""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131159001","AZ","040131159001","=""040131159001""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131159002","AZ","040131159002","=""040131159002""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131159003","AZ","040131159003","=""040131159003""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131160001","AZ","040131160001","=""040131160001""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131160002","AZ","040131160002","=""040131160002""","1.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131160003","AZ","040131160003","=""040131160003""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131160004","AZ","040131160004","=""040131160004""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131161001","AZ","040131161001","=""040131161001""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131161002","AZ","040131161002","=""040131161002""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131161003","AZ","040131161003","=""040131161003""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162021","AZ","040131162021","=""040131162021""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162022","AZ","040131162022","=""040131162022""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162023","AZ","040131162023","=""040131162023""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162024","AZ","040131162024","=""040131162024""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162031","AZ","040131162031","=""040131162031""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162032","AZ","040131162032","=""040131162032""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162033","AZ","040131162033","=""040131162033""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162041","AZ","040131162041","=""040131162041""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162042","AZ","040131162042","=""040131162042""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162043","AZ","040131162043","=""040131162043""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162051","AZ","040131162051","=""040131162051""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162052","AZ","040131162052","=""040131162052""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131162053","AZ","040131162053","=""040131162053""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131163001","AZ","040131163001","=""040131163001""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131163002","AZ","040131163002","=""040131163002""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131163003","AZ","040131163003","=""040131163003""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131164001","AZ","040131164001","=""040131164001""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131164002","AZ","040131164002","=""040131164002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131164003","AZ","040131164003","=""040131164003""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131164004","AZ","040131164004","=""040131164004""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131165001","AZ","040131165001","=""040131165001""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131165002","AZ","040131165002","=""040131165002""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131165003","AZ","040131165003","=""040131165003""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166051","AZ","040131166051","=""040131166051""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166052","AZ","040131166052","=""040131166052""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166053","AZ","040131166053","=""040131166053""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166054","AZ","040131166054","=""040131166054""","2.1","2019-2023","2021","Census","Arizona (State)"
